danceability,energy,key,mode,instrumentalness,bpm,valence,title,artist,year,popularity,link,image,genre,uri,adj_key
0.591,0.45,0,1,2.23e-05,135.893,0.344,Bless The Broken Road,Rascal Flatts,2004,66,https://open.spotify.com/track/4YjjNHtEsTX6Af4mCTupT5,https://i.scdn.co/image/ab67616d00001e02d1ca2ddde8ff17e3991de83d,country,spotify:track:4YjjNHtEsTX6Af4mCTupT5,0.0
0.499,0.825,6,1,0.0,185.069,0.753,Redneck Woman,Gretchen Wilson,2004,60,https://open.spotify.com/track/26bL4gSULWDgdIMX0pRFrG,https://i.scdn.co/image/ab67616d00001e02ddf15202c076358827b81302,country,spotify:track:26bL4gSULWDgdIMX0pRFrG,6.0
0.587,0.35,2,1,0.0,74.479,0.17,Whiskey Lullaby (feat. Alison Krauss),"Brad Paisley, Alison Krauss",2010,59,https://open.spotify.com/track/4BXkf6yww23Vdju7E1fUrn,https://i.scdn.co/image/ab67616d00001e026217585c07b7417999f03d92,country,spotify:track:4BXkf6yww23Vdju7E1fUrn,2.0
0.613,0.801,8,1,1.15e-05,126.966,0.609,This One's for the Girls,Martina McBride,2003,57,https://open.spotify.com/track/01CnYyPXMFRzOFVQBU8WMb,https://i.scdn.co/image/ab67616d00001e021afac23dd54e6420bf11b4a8,country,spotify:track:01CnYyPXMFRzOFVQBU8WMb,8.0
0.566,0.713,6,1,0.0,169.861,0.805,Chicken Fried,Zac Brown Band,2008,73,https://open.spotify.com/track/0LQtEJt7x0s6knb6RKdRYc,https://i.scdn.co/image/ab67616d00001e0222e4168b05eee8ad21209425,country,spotify:track:0LQtEJt7x0s6knb6RKdRYc,6.0
0.674,0.646,5,1,8.37e-05,148.1,0.613,Give It Away,George Strait,2006,61,https://open.spotify.com/track/1qHRFZE8qykNXYZadzmi1m,https://i.scdn.co/image/ab67616d00001e02d2a48de392be1ae8a71c51e4,country,spotify:track:1qHRFZE8qykNXYZadzmi1m,5.0
0.588,0.684,1,1,0.0,85.997,0.121,American Honey,Lady A,2010,62,https://open.spotify.com/track/4xInIiKipU1mtUogJ3ZdYr,https://i.scdn.co/image/ab67616d00001e023a2cc6c5cdd9f07a95efa51b,country,spotify:track:4xInIiKipU1mtUogJ3ZdYr,1.0
0.605,0.609,7,1,0.0,119.914,0.275,Austin,Blake Shelton,2001,59,https://open.spotify.com/track/2WQAknZHrJAEQOFXe0F44P,https://i.scdn.co/image/ab67616d00001e021716c34342160479d07aef9c,country,spotify:track:2WQAknZHrJAEQOFXe0F44P,7.0
0.385,0.443,7,0,0.0,151.278,0.275,I Hope You Dance,Lee Ann Womack,2000,62,https://open.spotify.com/track/65B1tEOv5W294uCKbmEcFV,https://i.scdn.co/image/ab67616d00001e0263b3168c1970294e9ce5c415,country,spotify:track:65B1tEOv5W294uCKbmEcFV,19.0
0.578,0.752,9,1,0.0,149.689,0.405,Don't Think I Don't Think About It,Darius Rucker,2008,54,https://open.spotify.com/track/0XfFxeXzMkIy5SWAVpOQin,https://i.scdn.co/image/ab67616d00001e021e90756a9c3f69602642be47,country,spotify:track:0XfFxeXzMkIy5SWAVpOQin,9.0
0.574,0.499,0,1,0.0,76.0,0.447,Tim McGraw,Taylor Swift,2006,51,https://open.spotify.com/track/7DQmwd7zye9xvzMQJnD8S8,https://i.scdn.co/image/ab67616d00001e0278de0096f5395323490185e6,country,spotify:track:7DQmwd7zye9xvzMQJnD8S8,0.0
0.612,0.62,7,1,0.0,143.78,0.502,The Good Stuff,Kenny Chesney,2002,55,https://open.spotify.com/track/1sR3kJi14jA8Gau3a0yXAo,https://i.scdn.co/image/ab67616d00001e02483951fcc83ba8ac166858f8,country,spotify:track:1sR3kJi14jA8Gau3a0yXAo,7.0
0.664,0.706,2,1,1.06e-06,93.968,0.681,Tequila Makes Her Clothes Fall Off,Joe Nichols,2005,64,https://open.spotify.com/track/6IC6VhpV7D8T1t037Atqpu,https://i.scdn.co/image/ab67616d00001e024cf473476373729f64d25552,country,spotify:track:6IC6VhpV7D8T1t037Atqpu,2.0
0.7,0.896,2,1,0.0,102.065,0.817,Save a Horse (Ride a Cowboy),Big & Rich,2004,64,https://open.spotify.com/track/5s7m2xNZWgz5FqVSIvJcGA,https://i.scdn.co/image/ab67616d00001e02805374f00048ac081460cc70,country,spotify:track:5s7m2xNZWgz5FqVSIvJcGA,2.0
0.608,0.825,2,1,0.00656,115.049,0.454,I Love This Bar,Toby Keith,2003,58,https://open.spotify.com/track/32jHB7W9b08OTorAqR0cJo,https://i.scdn.co/image/ab67616d00001e02756a73095c5b7cdf2a8c449b,country,spotify:track:32jHB7W9b08OTorAqR0cJo,2.0
0.665,0.874,2,1,1.05e-05,103.98,0.766,My Give A Damn's Busted,Jo Dee Messina,2005,47,https://open.spotify.com/track/3n8QTc8J3T72KurDsWo1b6,https://i.scdn.co/image/ab67616d00001e02167dde692254cbbb6706b01b,country,spotify:track:3n8QTc8J3T72KurDsWo1b6,2.0
0.544,0.404,3,1,3.98e-06,129.518,0.251,In Color,Jamey Johnson,2008,66,https://open.spotify.com/track/7CNd7rjfVt74TFlcOcnZgN,https://i.scdn.co/image/ab67616d00001e02a87bf0009599d8100f78e464,country,spotify:track:7CNd7rjfVt74TFlcOcnZgN,3.0
0.716,0.72,5,1,0.0,122.512,0.464,Good Directions,Billy Currington,2005,67,https://open.spotify.com/track/7GQjJEwqlp6m5HNWVQd6OR,https://i.scdn.co/image/ab67616d00001e025ca80b7dafc3dcf967431b54,country,spotify:track:7GQjJEwqlp6m5HNWVQd6OR,5.0
0.543,0.658,6,1,1.01e-06,178.075,0.874,Single White Female,Chely Wright,1999,44,https://open.spotify.com/track/3rDYYPicaQbT2rcpdfqQF9,https://i.scdn.co/image/ab67616d00001e021fd17bde91f6da238ddc24c4,country,spotify:track:3rDYYPicaQbT2rcpdfqQF9,6.0
0.416,0.546,7,1,0.0,159.929,0.418,Live Like You Were Dying,Tim McGraw,2010,47,https://open.spotify.com/track/5uaTGZyDMK1iZ9eW1qeBEX,https://i.scdn.co/image/ab67616d00001e029f92a25e605f022eba07c6d9,country,spotify:track:5uaTGZyDMK1iZ9eW1qeBEX,7.0
0.445,0.744,2,1,6.73e-05,185.199,0.48,Mud on the Tires,Brad Paisley,2003,56,https://open.spotify.com/track/4AQWKGBWTR7fVuUKxi5sKE,https://i.scdn.co/image/ab67616d00001e027302ccf08d789304c55ee73e,country,spotify:track:4AQWKGBWTR7fVuUKxi5sKE,2.0
0.49,0.817,8,1,0.0,168.115,0.808,Redneck Yacht Club,Craig Morgan,2005,59,https://open.spotify.com/track/4etE2X6t7GmyiuYLIdI8H5,https://i.scdn.co/image/ab67616d00001e02aaf0ab862c1176f64a252250,country,spotify:track:4etE2X6t7GmyiuYLIdI8H5,8.0
0.624,0.805,9,1,0.0,123.991,0.77,All-American Girl,Carrie Underwood,2007,59,https://open.spotify.com/track/2dRPQFwPqAmc42mDRnsDQu,https://i.scdn.co/image/ab67616d00001e028b3962e95912849e28378231,country,spotify:track:2dRPQFwPqAmc42mDRnsDQu,9.0
0.587,0.622,4,1,0.000636,107.943,0.231,Need You Now,Lady A,2010,68,https://open.spotify.com/track/11EX5yhxr9Ihl3IN1asrfK,https://i.scdn.co/image/ab67616d00001e023a2cc6c5cdd9f07a95efa51b,country,spotify:track:11EX5yhxr9Ihl3IN1asrfK,4.0
0.532,0.492,9,1,6.12e-05,79.242,0.366,Letter to Me,Brad Paisley,2007,45,https://open.spotify.com/track/7wqMZWYeBxJt0obQPnF5NX,https://i.scdn.co/image/ab67616d00001e029df06e6e8206ad4bf66405bf,country,spotify:track:7wqMZWYeBxJt0obQPnF5NX,9.0
0.554,0.872,6,1,0.0,172.196,0.657,She's Country,Jason Aldean,2009,50,https://open.spotify.com/track/4cDWuDOQPJsnS88XKrkAFy,https://i.scdn.co/image/ab67616d00001e02743284e1ce17f4ac4d6758b3,country,spotify:track:4cDWuDOQPJsnS88XKrkAFy,6.0
0.519,0.749,6,0,0.0,147.905,0.29,Before He Cheats,Carrie Underwood,2005,75,https://open.spotify.com/track/0ZUo4YjG4saFnEJhdWp9Bt,https://i.scdn.co/image/ab67616d00001e02724bd326692d222c5906b0b0,country,spotify:track:0ZUo4YjG4saFnEJhdWp9Bt,18.0
0.41,0.78,9,1,0.0,88.016,0.695,Boondocks,Little Big Town,2005,64,https://open.spotify.com/track/3duP6mBVDsHM8ioN7o7dAK,https://i.scdn.co/image/ab67616d00001e02c00d1f4abc51c2540bf2265b,country,spotify:track:3duP6mBVDsHM8ioN7o7dAK,9.0
0.551,0.671,7,1,2.49e-06,77.066,0.561,Red Ragtop,Tim McGraw,2002,51,https://open.spotify.com/track/5xErd5QhOvTKFU7l8dffWC,https://i.scdn.co/image/ab67616d00001e026406a7adece4503e41512d5f,country,spotify:track:5xErd5QhOvTKFU7l8dffWC,7.0
0.566,0.898,9,1,0.0,115.954,0.791,If You're Going Through Hell (Before The Devil Even Knows),Rodney Atkins,2006,59,https://open.spotify.com/track/7vSn3VNbzOtPebdj6ZSebj,https://i.scdn.co/image/ab67616d00001e0294dc873336395f0315306a34,country,spotify:track:7vSn3VNbzOtPebdj6ZSebj,9.0
0.584,0.524,4,1,0.0,143.863,0.389,It Won't Be Like This For Long,Darius Rucker,2008,56,https://open.spotify.com/track/4gzeYkzuzxuzAUTsGcdjqA,https://i.scdn.co/image/ab67616d00001e021e90756a9c3f69602642be47,country,spotify:track:4gzeYkzuzxuzAUTsGcdjqA,4.0
0.529,0.496,7,1,0.0,136.859,0.278,Breathe,Faith Hill,1999,63,https://open.spotify.com/track/3y4LxiYMgDl4RethdzpmNe,https://i.scdn.co/image/ab67616d00001e02f4adbbdcd39b09e5f0b9e03e,country,spotify:track:3y4LxiYMgDl4RethdzpmNe,7.0
0.674,0.623,2,1,5.61e-05,126.547,0.452,Yes!,Chad Brock,2000,42,https://open.spotify.com/track/1PrZOkFxJqTZAH8P3x87hW,https://i.scdn.co/image/ab67616d00001e020d93cd504ed82989a3292fdf,country,spotify:track:1PrZOkFxJqTZAH8P3x87hW,2.0
0.5,0.665,8,1,6.41e-05,154.997,0.32,You're Gonna Miss This,Trace Adkins,2007,0,https://open.spotify.com/track/68Q1r5zDnnYaHkh80yal4A,https://i.scdn.co/image/ab67616d00001e029319eadcfcb773dc1a72a14c,country,spotify:track:68Q1r5zDnnYaHkh80yal4A,8.0
0.664,0.323,4,1,0.0,131.057,0.227,One More Day,Diamond Rio,2015,41,https://open.spotify.com/track/2K9OxCyv7zHYKZETYcaouz,https://i.scdn.co/image/ab67616d00001e02a00c29e64bab04ca85f4f892,country,spotify:track:2K9OxCyv7zHYKZETYcaouz,4.0
0.359,0.518,2,1,0.0,76.572,0.135,"Jesus, Take the Wheel",Carrie Underwood,2005,59,https://open.spotify.com/track/3lec3CzDPAxsZokPph5w87,https://i.scdn.co/image/ab67616d00001e02724bd326692d222c5906b0b0,country,spotify:track:3lec3CzDPAxsZokPph5w87,2.0
0.377,0.395,3,1,0.0,133.296,0.221,I'm Already There,Lonestar,2001,54,https://open.spotify.com/track/34Vn9nKfztyLco9lJazy4j,https://i.scdn.co/image/ab67616d00001e0215ea142bd41376087c24d6fe,country,spotify:track:34Vn9nKfztyLco9lJazy4j,3.0
0.642,0.388,0,1,0.0,115.355,0.186,Where Were You (When the World Stopped Turning),Alan Jackson,2002,46,https://open.spotify.com/track/4aOQG9TYcZOhT3sngkMI9K,https://i.scdn.co/image/ab67616d00001e02c5d5d983f8d9edc7f695cc72,country,spotify:track:4aOQG9TYcZOhT3sngkMI9K,0.0
0.477,0.921,2,1,4.34e-06,134.463,0.666,Ten Rounds with Jose Cuervo,Tracy Byrd,2019,44,https://open.spotify.com/track/1PtBEdgSOYujwHrRZv72sl,https://i.scdn.co/image/ab67616d00001e02f0e44347a25d743b3db9395a,country,spotify:track:1PtBEdgSOYujwHrRZv72sl,2.0
0.624,0.84,4,1,0.000546,111.02,0.656,Somebody Like You,Keith Urban,2002,65,https://open.spotify.com/track/0b9djfiuDIMw1zKH6gV74g,https://i.scdn.co/image/ab67616d00001e026b884d4969e2438f5a83ed5b,country,spotify:track:0b9djfiuDIMw1zKH6gV74g,4.0
0.36,0.71,4,1,4.44e-06,184.084,0.523,19 Somethin',Mark Wills,2005,25,https://open.spotify.com/track/4oY6CUpxOmphOuVSs5jScY,https://i.scdn.co/image/ab67616d00001e029182a6d96809ed03929eefa9,country,spotify:track:4oY6CUpxOmphOuVSs5jScY,4.0
0.569,0.365,9,1,0.0,145.859,0.508,Travelin' Soldier,The Chicks,2002,61,https://open.spotify.com/track/0AkZjWYCMJ8wWiNex7LmkY,https://i.scdn.co/image/ab67616d00001e0289847614971c417b722c4d97,country,spotify:track:0AkZjWYCMJ8wWiNex7LmkY,9.0
0.478,0.625,7,1,0.0,160.196,0.343,Have You Forgotten?,Darryl Worley,2003,45,https://open.spotify.com/track/5JWuz7zukN8z9JLNm29U5K,https://i.scdn.co/image/ab67616d00001e02e730cfe19175c6fcfbfd524b,country,spotify:track:5JWuz7zukN8z9JLNm29U5K,7.0
0.598,0.223,9,1,9.76e-05,117.308,0.211,Believe,Brooks & Dunn,2005,47,https://open.spotify.com/track/4RBL1O2KXydgUhZrslOsn5,https://i.scdn.co/image/ab67616d00001e02e7d1c12bf72a6713932bd7c0,country,spotify:track:4RBL1O2KXydgUhZrslOsn5,9.0
0.713,0.772,2,1,0.0,125.202,0.88,It's Five O'Clock Somewhere (with Jimmy Buffett),"Alan Jackson, Jimmy Buffett",2010,61,https://open.spotify.com/track/5oHHMDcVOmPSFrCgdbHPdb,https://i.scdn.co/image/ab67616d00001e029921515d1f6a08b5d4907014,country,spotify:track:5oHHMDcVOmPSFrCgdbHPdb,2.0
0.551,0.825,5,0,6.2e-06,164.857,0.933,What Was I Thinkin',Dierks Bentley,2003,64,https://open.spotify.com/track/0r8iDf65NHgFgZOGLwj5r8,https://i.scdn.co/image/ab67616d00001e02e7a016e503c28989946f57c1,country,spotify:track:0r8iDf65NHgFgZOGLwj5r8,17.0
0.587,0.635,10,1,0.000182,90.903,0.438,I Hate Everything,George Strait,2011,36,https://open.spotify.com/track/0CJG8Ea1rkwW0CQ5U9f5Tm,https://i.scdn.co/image/ab67616d00001e02ad7a0ed345fcbcaf9cac377f,country,spotify:track:0CJG8Ea1rkwW0CQ5U9f5Tm,10.0
0.499,0.883,4,1,0.0,138.801,0.533,Girls Lie Too - Greatest Hits Version,Terri Clark,2004,42,https://open.spotify.com/track/2Vn8Ea6fGOM3dsGYVcJ62G,https://i.scdn.co/image/ab67616d00001e0216f5002d630b5074c07e0fe1,country,spotify:track:2Vn8Ea6fGOM3dsGYVcJ62G,4.0
0.743,0.705,11,1,0.0,121.469,0.965,Party For Two - Country Version With Intro,"Shania Twain, Billy Currington",2004,48,https://open.spotify.com/track/2LQVTdH9gUGCuXfozQl1KI,https://i.scdn.co/image/ab67616d00001e02e47667214dddedc5095afc11,country,spotify:track:2LQVTdH9gUGCuXfozQl1KI,11.0
0.77,0.641,10,0,0.00023,96.98,0.639,Smoke A Little Smoke,Eric Church,2009,60,https://open.spotify.com/track/1ESipSqVefdknPg5IBKFND,https://i.scdn.co/image/ab67616d00001e02856dbe4f7e0fbb71e6a4d949,country,spotify:track:1ESipSqVefdknPg5IBKFND,22.0
0.439,0.417,1,1,5.22e-05,173.727,0.3,I May Hate Myself In The Morning,Lee Ann Womack,2005,47,https://open.spotify.com/track/6dWGSm15Vj6m7qLKEO85ZN,https://i.scdn.co/image/ab67616d00001e02cb4fa04f6a383d5a87a9f521,country,spotify:track:6dWGSm15Vj6m7qLKEO85ZN,1.0
0.541,0.596,4,1,0.000164,79.697,0.204,I Need You,"Tim McGraw, Faith Hill",2007,53,https://open.spotify.com/track/18wDkct4lkK046D6gcCASs,https://i.scdn.co/image/ab67616d00001e0256b5fdffb99d338431b093df,country,spotify:track:18wDkct4lkK046D6gcCASs,4.0
0.801,0.759,11,1,0.0,129.971,0.821,Toes,Zac Brown Band,2008,67,https://open.spotify.com/track/4S518ci8UY4op0Xyp6Hx6o,https://i.scdn.co/image/ab67616d00001e0222e4168b05eee8ad21209425,country,spotify:track:4S518ci8UY4op0Xyp6Hx6o,11.0
0.517,0.901,2,1,0.0,93.834,0.547,My Town,Montgomery Gentry,2002,39,https://open.spotify.com/track/51bNXhI8t5rH47BJLhK5Ed,https://i.scdn.co/image/ab67616d00001e022f8e2f53d9256b964b708901,country,spotify:track:51bNXhI8t5rH47BJLhK5Ed,2.0
0.679,0.736,9,1,9.25e-06,109.444,0.664,Nothing On But The Radio,Gary Allan,2003,55,https://open.spotify.com/track/3SRuODYNV4j2ckkJ9Samju,https://i.scdn.co/image/ab67616d00001e02dad1c5c6dc0fdb85865c62f4,country,spotify:track:3SRuODYNV4j2ckkJ9Samju,9.0
0.713,0.887,8,1,1.79e-05,112.016,0.88,Boots On,Randy Houser,2008,57,https://open.spotify.com/track/7K4VxvIXXbDbaVn6ARbch1,https://i.scdn.co/image/ab67616d00001e02c81a66345fd535d1ffe782f6,country,spotify:track:7K4VxvIXXbDbaVn6ARbch1,8.0
0.6,0.56,8,1,0.0,139.469,0.417,That's What I Love About Sunday,Craig Morgan,2005,56,https://open.spotify.com/track/1fmi1hOBtH8xfUiWz4LVtE,https://i.scdn.co/image/ab67616d00001e02aaf0ab862c1176f64a252250,country,spotify:track:1fmi1hOBtH8xfUiWz4LVtE,8.0
0.647,0.49,9,1,0.0,132.336,0.298,The Best Day,George Strait,2000,38,https://open.spotify.com/track/5ApdBBa3MtTzpF0MbpB2NG,https://i.scdn.co/image/ab67616d00001e02ecb60723724898afd82b4759,country,spotify:track:5ApdBBa3MtTzpF0MbpB2NG,9.0
0.402,0.817,1,1,0.0,177.342,0.376,Beautiful Mess,Diamond Rio,1991,48,https://open.spotify.com/track/7LvK43IERbcLsuabmyKQgi,https://i.scdn.co/image/ab67616d00001e02f1070f3b8ab823060ca0acf9,country,spotify:track:7LvK43IERbcLsuabmyKQgi,1.0
0.48,0.928,4,1,0.0,167.986,0.713,Summertime,Kenny Chesney,2005,56,https://open.spotify.com/track/3cE5ltZFHmBpiS77itKaOM,https://i.scdn.co/image/ab67616d00001e028839aef904bc72afd1cb1082,country,spotify:track:3cE5ltZFHmBpiS77itKaOM,4.0
0.514,0.679,6,1,0.0,164.109,0.496,Leave the Pieces,The Wreckers,2006,54,https://open.spotify.com/track/1VnQfAPIHwFImjfO9gnyUt,https://i.scdn.co/image/ab67616d00001e0297a42af3f61bb8d045563b7a,country,spotify:track:1VnQfAPIHwFImjfO9gnyUt,6.0
0.579,0.57,5,1,0.00636,80.028,0.368,Come A Little Closer,Dierks Bentley,2005,48,https://open.spotify.com/track/6yFD0TSZvxydqGxLNDjZUO,https://i.scdn.co/image/ab67616d00001e02e5b302f7c3ae39eb191ae3ee,country,spotify:track:6yFD0TSZvxydqGxLNDjZUO,5.0
0.511,0.903,10,1,0.000529,161.992,0.898,Suds in the Bucket,Sara Evans,2003,63,https://open.spotify.com/track/6NhpIdjYoufuNNlBsgOztc,https://i.scdn.co/image/ab67616d00001e029b6f689d6687f8930c154a86,country,spotify:track:6NhpIdjYoufuNNlBsgOztc,10.0
0.713,0.579,11,1,0.0,125.179,0.511,Drive (For Daddy Gene),Alan Jackson,2002,62,https://open.spotify.com/track/1FV374EPG5CrjdIbIMLkcv,https://i.scdn.co/image/ab67616d00001e02c5d5d983f8d9edc7f695cc72,country,spotify:track:1FV374EPG5CrjdIbIMLkcv,11.0
0.717,0.85,10,1,0.0,119.005,0.805,Beer For My Horses,"Toby Keith, Willie Nelson",2002,63,https://open.spotify.com/track/7E2DqvnVtbIrFrL5X6YH9Q,https://i.scdn.co/image/ab67616d00001e02bb5c54a68f9ce31f83b98de4,country,spotify:track:7E2DqvnVtbIrFrL5X6YH9Q,10.0
0.488,0.923,2,1,0.0,183.891,0.818,That's The Way,Jo Dee Messina,2000,37,https://open.spotify.com/track/296XGtH5MeGisqD3uAz6Q6,https://i.scdn.co/image/ab67616d00001e02054a36c1a9ec528764c7f926,country,spotify:track:296XGtH5MeGisqD3uAz6Q6,2.0
0.601,0.806,7,1,0.0,89.87,0.711,Alright,Darius Rucker,2008,65,https://open.spotify.com/track/5JlH51YDYsGj2dyEJKKjcN,https://i.scdn.co/image/ab67616d00001e021e90756a9c3f69602642be47,country,spotify:track:5JlH51YDYsGj2dyEJKKjcN,7.0
0.425,0.554,6,1,8.56e-05,83.917,0.288,Not Ready to Make Nice,The Chicks,2006,58,https://open.spotify.com/track/6LCEyZZHFF4ebF1Mike1s5,https://i.scdn.co/image/ab67616d00001e0289ccaf21947f7929189654dc,country,spotify:track:6LCEyZZHFF4ebF1Mike1s5,6.0
0.686,0.576,1,1,1.66e-05,83.969,0.72,Whatever It Is,Zac Brown Band,2008,63,https://open.spotify.com/track/33kKQSeqM2ecEcKF0LNSRT,https://i.scdn.co/image/ab67616d00001e0222e4168b05eee8ad21209425,country,spotify:track:33kKQSeqM2ecEcKF0LNSRT,1.0
0.622,0.392,1,1,0.0,77.991,0.274,Concrete Angel,Martina McBride,2001,47,https://open.spotify.com/track/2LLcI3oU4CedCQDV5tJ1SK,https://i.scdn.co/image/ab67616d00001e02399bd97600df8951a63c2cdc,country,spotify:track:2LLcI3oU4CedCQDV5tJ1SK,1.0
0.555,0.868,5,1,0.000117,136.12,0.479,Red Dirt Road,Brooks & Dunn,2003,62,https://open.spotify.com/track/3EZzghqykkfOB0Z8d0kTSt,https://i.scdn.co/image/ab67616d00001e02c09de6aed7ee89c21fc17b33,country,spotify:track:3EZzghqykkfOB0Z8d0kTSt,5.0
0.613,0.857,4,1,0.0,102.261,0.349,Something More,Sugarland,2004,51,https://open.spotify.com/track/3C3oknuBLo3jxhmRk67glu,https://i.scdn.co/image/ab67616d00001e02fe9a6292b196b8b2efbc8758,country,spotify:track:3C3oknuBLo3jxhmRk67glu,4.0
0.554,0.3,11,1,5.01e-05,142.566,0.803,In The Jailhouse Now,"The Soggy Bottom Boys, Tim Blake Nelson",2000,44,https://open.spotify.com/track/7nCfgsjUCQUogw3MY5tEeR,https://i.scdn.co/image/ab67616d00001e02a7e90e0f6a18e36a594d39c2,country,spotify:track:7nCfgsjUCQUogw3MY5tEeR,11.0
0.499,0.765,9,1,0.0,83.916,0.665,Mississippi Girl,Faith Hill,2005,48,https://open.spotify.com/track/79YeQbd1p7MsuT7wHQLRYY,https://i.scdn.co/image/ab67616d00001e0202dee8bfabc4f93c79c6fa15,country,spotify:track:79YeQbd1p7MsuT7wHQLRYY,9.0
0.463,0.674,7,1,0.0,84.039,0.259,Who I Am,Jessica Andrews,2000,55,https://open.spotify.com/track/0rK4HCKzv2r1IXqKX3DKpq,https://i.scdn.co/image/ab67616d00001e02f8a703cc1a793ae7e77b5e85,country,spotify:track:0rK4HCKzv2r1IXqKX3DKpq,7.0
0.673,0.812,0,1,0.0,95.024,0.96,This Everyday Love,Rascal Flatts,2000,37,https://open.spotify.com/track/7aNsPkxjfpxr6LM2Mg5sQr,https://i.scdn.co/image/ab67616d00001e02f7cfbbae7af7a43957580b00,country,spotify:track:7aNsPkxjfpxr6LM2Mg5sQr,0.0
0.369,0.528,1,1,0.0,153.898,0.336,You Won't Be Lonely Now,Billy Ray Cyrus,2000,3,https://open.spotify.com/track/6EqIPSy6771nbVzw6kT8oI,https://i.scdn.co/image/ab67616d00001e024f1a34675475adc3aa8374a3,country,spotify:track:6EqIPSy6771nbVzw6kT8oI,1.0
0.663,0.721,1,1,2.74e-05,108.014,0.479,Ashes By Now,Lee Ann Womack,2000,35,https://open.spotify.com/track/5cPVHB3VcVKJRBTQ1Mls2I,https://i.scdn.co/image/ab67616d00001e0263b3168c1970294e9ce5c415,country,spotify:track:5cPVHB3VcVKJRBTQ1Mls2I,1.0
0.66,0.425,1,1,1.44e-05,83.933,0.208,The Little Girl,"John Michael Montgomery, Alison Krauss, Dan Tyminski",2020,30,https://open.spotify.com/track/2iyf3JFyPd0bRpIRkvOQWr,https://i.scdn.co/image/ab67616d00001e02e382fd86d220ab7f459f5899,country,spotify:track:2iyf3JFyPd0bRpIRkvOQWr,1.0
0.557,0.553,1,1,0.0,139.821,0.253,Amazed,Lonestar,1995,54,https://open.spotify.com/track/6iNcyWk5iUEY7P9zeTc5hm,https://i.scdn.co/image/ab67616d00001e023f2e5a67e69c991e926e1bd7,country,spotify:track:6iNcyWk5iUEY7P9zeTc5hm,1.0
0.534,0.392,9,0,0.000227,90.379,0.163,Hurt,Johnny Cash,2002,70,https://open.spotify.com/track/28cnXtME493VX9NOw9cIUh,https://i.scdn.co/image/ab67616d00001e026f4f62da3d811b6501a69ffa,country,spotify:track:28cnXtME493VX9NOw9cIUh,21.0
0.549,0.284,4,1,0.0,135.632,0.389,Stay,Sugarland,2006,38,https://open.spotify.com/track/40bd032FvXsRP6QIeKkANi,https://i.scdn.co/image/ab67616d00001e02bf1212c8ea603d620fd49512,country,spotify:track:40bd032FvXsRP6QIeKkANi,4.0
0.617,0.741,2,1,0.0,118.984,0.306,Love Story,Taylor Swift,2008,73,https://open.spotify.com/track/1D4PL9B8gOg78jiHg3FvBb,https://i.scdn.co/image/ab67616d00001e0260cb9332e8c8c7d8e50854b3,country,spotify:track:1D4PL9B8gOg78jiHg3FvBb,2.0
0.529,0.811,5,1,0.0,102.703,0.454,My Front Porch Looking In,Lonestar,1995,52,https://open.spotify.com/track/2CVJECHIdpe8otFH0XFI4F,https://i.scdn.co/image/ab67616d00001e023f2e5a67e69c991e926e1bd7,country,spotify:track:2CVJECHIdpe8otFH0XFI4F,5.0
0.695,0.847,9,1,0.0,98.003,0.68,Don't Worry 'Bout A Thing,SHeDAISY,2004,37,https://open.spotify.com/track/3OBV3QV7wBp5KrAec8qibm,https://i.scdn.co/image/ab67616d00001e02edd035e47d3ffe72e6361db3,country,spotify:track:3OBV3QV7wBp5KrAec8qibm,9.0
0.558,0.896,0,1,0.0,90.064,0.63,These Are My People,Rodney Atkins,2006,54,https://open.spotify.com/track/5jFid6SUnYqohvNvNuZvIz,https://i.scdn.co/image/ab67616d00001e0294dc873336395f0315306a34,country,spotify:track:5jFid6SUnYqohvNvNuZvIz,0.0
0.765,0.87,5,1,0.0,106.06,0.684,I Wanna Talk About Me,Toby Keith,2001,57,https://open.spotify.com/track/3VHevS1BocAcrihLnl11DG,https://i.scdn.co/image/ab67616d00001e02d7c64fbfaa7d26b93c32f312,country,spotify:track:3VHevS1BocAcrihLnl11DG,5.0
0.518,0.478,7,1,0.0,93.05,0.22,"I Breathe In, I Breathe Out",Chris Cagle,2000,39,https://open.spotify.com/track/1Jsy4H3jKEwriFniuoC2gj,https://i.scdn.co/image/ab67616d00001e02f23980eb0a4ec17f7834b318,country,spotify:track:1Jsy4H3jKEwriFniuoC2gj,7.0
0.607,0.876,7,1,0.0,121.043,0.886,Nothin' To Lose,Josh Gracin,2004,57,https://open.spotify.com/track/7oiCqfE8Wjk8wf0pFTgL2H,https://i.scdn.co/image/ab67616d00001e026ceaf6343d2443ed4880a283,country,spotify:track:7oiCqfE8Wjk8wf0pFTgL2H,7.0
0.595,0.653,7,1,0.0,128.93,0.542,It's A Great Day To Be Alive,Travis Tritt,2000,67,https://open.spotify.com/track/3oW6SWwGqiZSPTiAp7ZQoH,https://i.scdn.co/image/ab67616d00001e029fd857fb9120e851eb0c68ea,country,spotify:track:3oW6SWwGqiZSPTiAp7ZQoH,7.0
0.59,0.867,10,1,6.42e-06,111.655,0.6,Man To Man - Album Version/Remix,Gary Allan,2001,45,https://open.spotify.com/track/0YmlrCG5yGehEJgVycbG9g,https://i.scdn.co/image/ab67616d00001e02fe564545584ee53f847ab228,country,spotify:track:0YmlrCG5yGehEJgVycbG9g,10.0
