danceability,energy,key,mode,instrumentalness,bpm,valence,title,artist,year,popularity,link,image,genre,uri,adj_key
0.894,0.404,9,0,1.57e-06,102.009,0.759,Frontin' (feat. Jay-Z) - Club Mix,"Pharrell Williams, JAY-Z",2003,63,https://open.spotify.com/track/0iFOG4Ki9aDmJUYUFHQlPG,https://i.scdn.co/image/ab67616d00001e0231a1d15842b0e8a4e53dd3b0,r&b,spotify:track:0iFOG4Ki9aDmJUYUFHQlPG,21.0
0.683,0.657,6,1,4.49e-05,99.059,0.764,4Ever (feat. Fabolous),"Lil' Mo, Fabolous",2003,55,https://open.spotify.com/track/6ubNZ5edKBKH3MQKatUY3S,https://i.scdn.co/image/ab67616d00001e0213f5a35501d95449ad11c695,r&b,spotify:track:6ubNZ5edKBKH3MQKatUY3S,6.0
0.422,0.736,5,0,0.0,129.278,0.303,I Remember,Keyshia Cole,2007,50,https://open.spotify.com/track/1dObJGQUgJ7tWxJ0byON6W,https://i.scdn.co/image/ab67616d00001e02911ef35f75422d0482cec8bf,r&b,spotify:track:1dObJGQUgJ7tWxJ0byON6W,17.0
0.612,0.961,10,0,4.17e-05,129.873,0.867,1 Thing,Amerie,2005,60,https://open.spotify.com/track/1mnqraQ8oV8MX92rdOFLWW,https://i.scdn.co/image/ab67616d00001e0215dd2fc9aa1109bbe1456916,r&b,spotify:track:1mnqraQ8oV8MX92rdOFLWW,22.0
0.707,0.724,11,0,0.0,108.984,0.659,Spotlight,Jennifer Hudson,2008,56,https://open.spotify.com/track/02QQXgeAghpU4smdM7l7We,https://i.scdn.co/image/ab67616d00001e02e4ee0b5723e58f8e8b651fdd,r&b,spotify:track:02QQXgeAghpU4smdM7l7We,23.0
0.72,0.513,6,0,0.0,89.004,0.304,Don't You Forget It,Glenn Lewis,2002,46,https://open.spotify.com/track/7vKYuqKAySUizIkcAl4Oal,https://i.scdn.co/image/ab67616d00001e02731456076b60e786388315fc,r&b,spotify:track:7vKYuqKAySUizIkcAl4Oal,18.0
0.652,0.609,11,0,0.00101,95.986,0.482,Fallin',Alicia Keys,2001,66,https://open.spotify.com/track/0KQx6HOpJueiSkztcS0r7D,https://i.scdn.co/image/ab67616d00001e026d684b553a40e4a11e1db96d,r&b,spotify:track:0KQx6HOpJueiSkztcS0r7D,23.0
0.664,0.351,0,1,2.38e-06,113.204,0.816,Lost Without U,Robin Thicke,2006,60,https://open.spotify.com/track/4V2F0DZrAXOWq9hkwMMG3x,https://i.scdn.co/image/ab67616d00001e02bc017391cc42cbc90dc02d5b,r&b,spotify:track:4V2F0DZrAXOWq9hkwMMG3x,0.0
0.562,0.594,3,0,0.0,62.876,0.423,Differences,Ginuwine,2001,64,https://open.spotify.com/track/0Uyh92tLyb9JawG8lmWCzJ,https://i.scdn.co/image/ab67616d00001e02a7a72fa27131a7aa9048e738,r&b,spotify:track:0Uyh92tLyb9JawG8lmWCzJ,15.0
0.676,0.601,0,1,0.0,119.94,0.206,Stranger in My House,Tamia,2000,44,https://open.spotify.com/track/08GOEVXupC6ECbulhPGQKm,https://i.scdn.co/image/ab67616d00001e02d23e198bd2bd7135ea9bedb2,r&b,spotify:track:08GOEVXupC6ECbulhPGQKm,0.0
0.795,0.523,1,1,0.0,133.024,0.855,Ignition - Remix,R. Kelly,2003,65,https://open.spotify.com/track/5dNfHmqgr128gMY2tc5CeJ,https://i.scdn.co/image/ab67616d00001e024cb949e9f103f12d96797121,r&b,spotify:track:5dNfHmqgr128gMY2tc5CeJ,1.0
0.747,0.398,5,0,1.42e-06,117.901,0.428,Say Yes,Floetry,2002,57,https://open.spotify.com/track/2fE4MbwX3QGMzNaMjGVhtw,https://i.scdn.co/image/ab67616d00001e0274ba4c0d51c93c3d8c798e86,r&b,spotify:track:2fE4MbwX3QGMzNaMjGVhtw,17.0
0.736,0.666,1,1,3.82e-05,89.824,0.224,I Wish,Carl Thomas,2000,52,https://open.spotify.com/track/3lqT89gv8p3PYwXtr3ODjv,https://i.scdn.co/image/ab67616d00001e020964495c05612ade9e056b84,r&b,spotify:track:3lqT89gv8p3PYwXtr3ODjv,1.0
0.845,0.467,1,1,0.0,138.007,0.702,Confessions Part II,Usher,2004,66,https://open.spotify.com/track/7wBThXx7BGZHJJ3aN3OPvv,https://i.scdn.co/image/ab67616d00001e02365b3fb800c19f7ff72602da,r&b,spotify:track:7wBThXx7BGZHJJ3aN3OPvv,1.0
0.751,0.568,5,0,0.0,128.002,0.646,Promise,Jagged Edge,2000,52,https://open.spotify.com/track/1X1KDnhTnb28tpJlgOV3lD,https://i.scdn.co/image/ab67616d00001e02063541784bc7b024017cee8a,r&b,spotify:track:1X1KDnhTnb28tpJlgOV3lD,17.0
0.693,0.516,8,1,0.000127,94.02,0.494,Sexy Love,Ne-Yo,2006,66,https://open.spotify.com/track/10aWGOqSDBqvNzJ9NeKDbK,https://i.scdn.co/image/ab67616d00001e02987a1825341694ec9bc62457,r&b,spotify:track:10aWGOqSDBqvNzJ9NeKDbK,8.0
0.769,0.558,10,0,1.06e-06,100.007,0.593,Golden,Jill Scott,2004,53,https://open.spotify.com/track/0bHs3ly4Bv5BlzE3KrePfX,https://i.scdn.co/image/ab67616d00001e02b0f1fad7abfc5b059cbe1bbd,r&b,spotify:track:0bHs3ly4Bv5BlzE3KrePfX,22.0
0.618,0.552,8,1,0.0,81.975,0.586,So Gone,Monica,2003,61,https://open.spotify.com/track/6BIcjFZIVDZxNAcofRFPx4,https://i.scdn.co/image/ab67616d00001e020cfb7f6743c0742761edf377,r&b,spotify:track:6BIcjFZIVDZxNAcofRFPx4,8.0
0.775,0.572,0,0,0.0293,90.023,0.64,Soldier of Love,Sade,2010,48,https://open.spotify.com/track/0bgsj8kz5zWbQ6njk2Oqoz,https://i.scdn.co/image/ab67616d00001e0298da02db8bb9253c3367e41a,r&b,spotify:track:0bgsj8kz5zWbQ6njk2Oqoz,12.0
0.894,0.791,2,1,0.0,105.018,0.583,Yeah! (feat. Lil Jon & Ludacris),"Usher, Lil Jon, Ludacris",2004,79,https://open.spotify.com/track/5rb9QrpfcKFHM1EUbSIurX,https://i.scdn.co/image/ab67616d00001e02365b3fb800c19f7ff72602da,r&b,spotify:track:5rb9QrpfcKFHM1EUbSIurX,2.0
0.739,0.947,11,0,3.14e-05,88.009,0.766,He Wasn't Man Enough,Toni Braxton,2000,64,https://open.spotify.com/track/7f1Dmr246cJ9uQYdbplTbh,https://i.scdn.co/image/ab67616d00001e02126720399a6b06e1c6bd46c6,r&b,spotify:track:7f1Dmr246cJ9uQYdbplTbh,23.0
0.469,0.132,10,1,0.0,67.011,0.36,Ordinary People,John Legend,2004,0,https://open.spotify.com/track/58CrldAc1Z5WIBozT1NMJH,https://i.scdn.co/image/ab67616d00001e02485b7e17262469bf05a20ee1,r&b,spotify:track:58CrldAc1Z5WIBozT1NMJH,10.0
0.777,0.534,1,0,0.0,95.002,0.775,Step In the Name of Love - Remix,R. Kelly,2005,21,https://open.spotify.com/track/16NTJIUlJUH4HbxBGS5rvy,https://i.scdn.co/image/ab67616d00001e02a61258a57a4c99768e73e190,r&b,spotify:track:16NTJIUlJUH4HbxBGS5rvy,13.0
0.434,0.872,0,1,1.83e-06,71.515,0.732,Rehab,Amy Winehouse,2006,60,https://open.spotify.com/track/1L5tZi0izXsi5Kk5OJf4W0,https://i.scdn.co/image/ab67616d00001e028f52f321140e4a76ea720c52,r&b,spotify:track:1L5tZi0izXsi5Kk5OJf4W0,0.0
0.657,0.629,6,1,0.0,93.985,0.726,U Remind Me,Usher,2001,68,https://open.spotify.com/track/2QsZVnbWVSjKMXK6K3uRBL,https://i.scdn.co/image/ab67616d00001e027750146aac26aade0a867913,r&b,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,6.0
0.489,0.757,11,0,0.0,168.004,0.567,I Love You,Faith Evans,2001,52,https://open.spotify.com/track/6gsmFgUiSTuinJlScwFODv,https://i.scdn.co/image/ab67616d00001e02100633de24e11edd89161fbd,r&b,spotify:track:6gsmFgUiSTuinJlScwFODv,23.0
0.911,0.551,8,0,4.12e-05,92.887,0.969,Family Affair,Mary J. Blige,2001,73,https://open.spotify.com/track/3aw9iWUQ3VrPQltgwvN9Xu,https://i.scdn.co/image/ab67616d00001e02096a7fc9668305db9d3175fc,r&b,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,20.0
0.854,0.726,1,1,0.0,109.913,0.8,Let's Get Married (feat. Run) - ReMarqable Remix,"Jagged Edge, Run, Lamarquis Jefferson",1997,40,https://open.spotify.com/track/6XqpWbRo12wfc1kCmSdJNI,https://i.scdn.co/image/ab67616d00001e02554b014508e7af72795d0db2,r&b,spotify:track:6XqpWbRo12wfc1kCmSdJNI,1.0
0.75,0.458,1,1,3.25e-05,83.61,0.536,"Me, Myself and I",Beyoncé,2003,60,https://open.spotify.com/track/6XsT5UGfpaFeHQf5LRIy4W,https://i.scdn.co/image/ab67616d00001e0245680a4a57c97894490a01c1,r&b,spotify:track:6XsT5UGfpaFeHQf5LRIy4W,1.0
0.563,0.402,9,1,2.07e-06,115.561,0.2,Pretty Wings - uncut,Maxwell,2009,57,https://open.spotify.com/track/22NLm3IIR9NLG0cUYtmHMW,https://i.scdn.co/image/ab67616d00001e023dc7720d9734bf59be7ddf0d,r&b,spotify:track:22NLm3IIR9NLG0cUYtmHMW,9.0
0.447,0.694,7,0,5.46e-06,175.868,0.509,Irreplaceable,Beyoncé,2007,68,https://open.spotify.com/track/6RX5iL93VZ5fKmyvNXvF1r,https://i.scdn.co/image/ab67616d00001e02026e88f624dfb96f2e1ef10b,r&b,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,19.0
0.708,0.655,8,1,2.1e-06,89.99,0.545,Butterflies,Michael Jackson,2001,56,https://open.spotify.com/track/0rT9f5BSZrZ6DvzfBEckG0,https://i.scdn.co/image/ab67616d00001e02463de2351439f6532ff0dfbd,r&b,spotify:track:0rT9f5BSZrZ6DvzfBEckG0,8.0
0.724,0.416,5,0,0.0,151.181,0.578,Bag Lady,"Erykah Badu, Roy Ayres",2000,52,https://open.spotify.com/track/7BgUcOjSOlKJXASLgJ6bx1,https://i.scdn.co/image/ab67616d00001e020d934cb462fae5a26f829efb,r&b,spotify:track:7BgUcOjSOlKJXASLgJ6bx1,17.0
0.605,0.633,1,0,0.0,87.26,0.592,Yo (Excuse Me Miss),Chris Brown,2005,0,https://open.spotify.com/track/1zpu1PZ8ecmcX525Z3X8cl,https://i.scdn.co/image/ab67616d00001e022341c852b4db72824c0e3185,r&b,spotify:track:1zpu1PZ8ecmcX525Z3X8cl,13.0
0.264,0.663,9,1,0.00443,167.078,0.249,You Don't Know My Name,Alicia Keys,2003,61,https://open.spotify.com/track/6LGwYMXXgURfaequXipzHx,https://i.scdn.co/image/ab67616d00001e0256ff19308ebeb48e2ba6094b,r&b,spotify:track:6LGwYMXXgURfaequXipzHx,9.0
0.793,0.568,1,1,3.57e-05,100.005,0.806,U Don't Have to Call,Usher,2001,61,https://open.spotify.com/track/5PCJldueshnwqQVjS16543,https://i.scdn.co/image/ab67616d00001e027750146aac26aade0a867913,r&b,spotify:track:5PCJldueshnwqQVjS16543,1.0
0.692,0.656,10,0,0.0029,105.994,0.629,Full Moon,Brandy,2002,46,https://open.spotify.com/track/0pLmfgIANOX9FB9uZDU43x,https://i.scdn.co/image/ab67616d00001e0269ca5eaea8f0afe8cbdba117,r&b,spotify:track:0pLmfgIANOX9FB9uZDU43x,22.0
0.752,0.925,2,1,0.125,113.528,0.692,All For You,Janet Jackson,2001,46,https://open.spotify.com/track/0UdqZQEbRWTkNXlh5kl2L8,https://i.scdn.co/image/ab67616d00001e0256a296aa2ce2922ab402e7be,r&b,spotify:track:0UdqZQEbRWTkNXlh5kl2L8,2.0
0.551,0.773,11,0,3.39e-05,90.003,0.649,Why Don't We Fall in Love,Amerie,2002,55,https://open.spotify.com/track/4bnjq8zqtCnxTGxll5ezOO,https://i.scdn.co/image/ab67616d00001e02fa8e98e58178036f3f5b8981,r&b,spotify:track:4bnjq8zqtCnxTGxll5ezOO,23.0
0.763,0.633,1,1,0.0,109.832,0.858,Let's Get Married,Jagged Edge,2006,17,https://open.spotify.com/track/38xR2Gj2S5H2sLB9ZgJpHd,https://i.scdn.co/image/ab67616d00001e021577830e09fc0acee2e43793,r&b,spotify:track:38xR2Gj2S5H2sLB9ZgJpHd,1.0
0.724,0.705,2,0,0.0,146.589,0.662,Be Without You - Kendu Mix,Mary J. Blige,2005,0,https://open.spotify.com/track/2YegxR5As7BeQuVp2U6pek,https://i.scdn.co/image/ab67616d00001e026d98c223ba5d141cfd2f46a0,r&b,spotify:track:2YegxR5As7BeQuVp2U6pek,14.0
0.624,0.654,8,0,0.0,73.898,0.564,Cry Me a River,Justin Timberlake,2002,70,https://open.spotify.com/track/7Lf7oSEVdzZqTA0kEDSlS5,https://i.scdn.co/image/ab67616d00001e02346a5742374ab4cf9ed32dee,r&b,spotify:track:7Lf7oSEVdzZqTA0kEDSlS5,20.0
0.665,0.695,0,1,0.0,90.119,0.707,Foolish,Ashanti,2002,70,https://open.spotify.com/track/6zMUIb4uce1CzpbjR3vMdN,https://i.scdn.co/image/ab67616d00001e020ce7276f98d22a40865d9f0a,r&b,spotify:track:6zMUIb4uce1CzpbjR3vMdN,0.0
0.646,0.77,2,0,0.0,99.165,0.681,Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",2003,75,https://open.spotify.com/track/5IVuqXILoxVWvWEPm82Jxr,https://i.scdn.co/image/ab67616d00001e0245680a4a57c97894490a01c1,r&b,spotify:track:5IVuqXILoxVWvWEPm82Jxr,14.0
0.838,0.304,4,0,0.0267,112.618,0.221,Untitled (How Does It Feel),D'Angelo,2000,55,https://open.spotify.com/track/4oPNN7syJYSjzDhRerF966,https://i.scdn.co/image/ab67616d00001e022b3dc336a7a69293c25d9ade,r&b,spotify:track:4oPNN7syJYSjzDhRerF966,16.0
0.582,0.525,1,0,0.0,133.249,0.51,Die For You,The Weeknd,2016,85,https://open.spotify.com/track/2Ch7LmS7r2Gy2kc64wv3Bz,https://i.scdn.co/image/ab67616d00001e024718e2b124f79258be7bc452,r&b,spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,13.0
0.684,0.607,11,0,0.000307,81.001,0.498,Sure Thing,Miguel,2010,90,https://open.spotify.com/track/0JXXNGljqupsJaZsgSbMZV,https://i.scdn.co/image/ab67616d00001e02d5a8395b0d80b8c48a5d851c,r&b,spotify:track:0JXXNGljqupsJaZsgSbMZV,23.0
0.545,0.545,9,1,5.48e-05,159.94,0.549,Pink + White,Frank Ocean,2016,82,https://open.spotify.com/track/3xKsf9qdS1CyvXSMEid6g8,https://i.scdn.co/image/ab67616d00001e02c5649add07ed3720be9d5526,r&b,spotify:track:3xKsf9qdS1CyvXSMEid6g8,9.0
0.745,0.353,1,1,0.00662,160.111,0.598,Redbone,Childish Gambino,2016,80,https://open.spotify.com/track/0WtDGnWL2KrMCk0mI1Gpwz,https://i.scdn.co/image/ab67616d00001e027582716b3666a5235d5af4ea,r&b,spotify:track:0WtDGnWL2KrMCk0mI1Gpwz,1.0
0.542,0.487,1,1,0.000885,111.307,0.119,Her Way,PARTYNEXTDOOR,2014,76,https://open.spotify.com/track/3JEJwjqLkg2Jbau5922CAb,https://i.scdn.co/image/ab67616d00001e026cfa297b0178fd91dca5c4f1,r&b,spotify:track:3JEJwjqLkg2Jbau5922CAb,1.0
0.765,0.356,11,0,0.0,96.991,0.189,Don't,Bryson Tiller,2015,80,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,https://i.scdn.co/image/ab67616d00001e02d5f3cea8affdca01a0dc754f,r&b,spotify:track:3pXF1nA74528Edde4of9CC,23.0
0.856,0.609,0,1,8.15e-05,114.988,0.928,Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",2015,79,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,https://i.scdn.co/image/ab67616d00001e02e419ccba0baa8bd3f3d7abf2,r&b,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,0.0
0.749,0.463,11,1,0.0382,90.035,0.189,Streets,Doja Cat,2019,79,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf,https://i.scdn.co/image/ab67616d00001e0282b243023b937fd579a35533,r&b,spotify:track:60ynsPSSKe6O3sfwRnIBRf,11.0
0.733,0.69,9,0,1.18e-06,116.992,0.31,Under The Influence,Chris Brown,2019,88,https://open.spotify.com/track/5IgjP7X4th6nMNDh4akUHb,https://i.scdn.co/image/ab67616d00001e029a494f7d8909a6cc4ceb74ac,r&b,spotify:track:5IgjP7X4th6nMNDh4akUHb,21.0
0.913,0.603,8,1,0.000503,123.061,0.497,Lost,Frank Ocean,2012,80,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723,https://i.scdn.co/image/ab67616d00001e027aede4855f6d0d738012e2e5,r&b,spotify:track:3GZD6HmiNUhxXYf8Gch723,8.0
0.372,0.239,6,0,0.000175,113.451,0.127,Girl With The Tattoo Enter.lewd,Miguel,2010,79,https://open.spotify.com/track/1eUGmzzvahJjOSWgDHuRlv,https://i.scdn.co/image/ab67616d00001e02d5a8395b0d80b8c48a5d851c,r&b,spotify:track:1eUGmzzvahJjOSWgDHuRlv,18.0
0.595,0.678,9,1,0.00389,117.067,0.259,Break from Toronto,PARTYNEXTDOOR,2013,79,https://open.spotify.com/track/5fEB6ZmVkg63GZg9qO86jh,https://i.scdn.co/image/ab67616d00001e02090b1f9557a6d23c0817bd88,r&b,spotify:track:5fEB6ZmVkg63GZg9qO86jh,9.0
0.671,0.314,5,0,0.0,110.898,0.296,Needed Me,Rihanna,2016,78,https://open.spotify.com/track/4pAl7FkDMNBsjykPXo91B3,https://i.scdn.co/image/ab67616d00001e0233c6b920eabcf4c00d7a1093,r&b,spotify:track:4pAl7FkDMNBsjykPXo91B3,17.0
0.524,0.364,7,1,0.0,75.24,0.436,Best Part (feat. H.E.R.),"Daniel Caesar, H.E.R.",2017,77,https://open.spotify.com/track/1RMJOxR6GRPsBHL8qeC2ux,https://i.scdn.co/image/ab67616d00001e023138f891f3075c9c5d944037,r&b,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,7.0
0.692,0.684,6,1,0.0,112.912,0.406,Broken Clocks,SZA,2017,77,https://open.spotify.com/track/2fXwCWkh6YG5zU1IyvQrbs,https://i.scdn.co/image/ab67616d00001e024c79d5ec52a6d0302f3add25,r&b,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,6.0
0.818,0.803,1,1,0.0,106.97,0.632,24K Magic,Bruno Mars,2016,76,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,https://i.scdn.co/image/ab67616d00001e02232711f7d66a1e19e89e28c5,r&b,spotify:track:6b8Be6ljOzmkOmFslEb23P,1.0
0.603,0.784,6,1,8.32e-06,172.041,0.769,Dark Red,Steve Lacy,2017,75,https://open.spotify.com/track/3cJjqvXbFwiWgnuWgoyhPM,https://i.scdn.co/image/ab67616d00001e024a6f514da7ab2b81a6f97e72,r&b,spotify:track:3cJjqvXbFwiWgnuWgoyhPM,6.0
0.656,0.432,6,0,0.0,97.022,0.0897,Girls Need Love (with Drake) - Remix,"Summer Walker, Drake",2018,75,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu,https://i.scdn.co/image/ab67616d00001e02fb023e6073e38a52082cc7b6,r&b,spotify:track:14SaZBTjxlorHJQxXh01Hu,18.0
0.696,0.454,1,0,0.0,92.928,0.136,No Guidance (feat. Drake),"Chris Brown, Drake",2019,75,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,https://i.scdn.co/image/ab67616d00001e029e588b0c2afe8178b2b76231,r&b,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,13.0
0.762,0.508,3,1,0.00126,93.51,0.37,Novacane,Frank Ocean,2011,77,https://open.spotify.com/track/4osgfFTICMkcGbbigdsa53,https://i.scdn.co/image/ab67616d00001e0259a428dc7ef8e0c12b0fe18a,r&b,spotify:track:4osgfFTICMkcGbbigdsa53,3.0
0.658,0.294,4,0,5.2e-05,74.038,0.358,Get You (feat. Kali Uchis),"Daniel Caesar, Kali Uchis",2017,77,https://open.spotify.com/track/7zFXmv6vqI4qOt4yGf3jYZ,https://i.scdn.co/image/ab67616d00001e023138f891f3075c9c5d944037,r&b,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,16.0
0.764,0.394,8,1,9.37e-05,92.009,0.465,Trust,Brent Faiyaz,2018,75,https://open.spotify.com/track/0oufSLnKQDoBFX5mgkDCgR,https://i.scdn.co/image/ab67616d00001e02bf3e522cd3fed64ae064095f,r&b,spotify:track:0oufSLnKQDoBFX5mgkDCgR,8.0
0.618,0.474,5,1,0.000122,119.999,0.397,Awkward,SZA,2022,76,https://open.spotify.com/track/2xZ0zfuDTv5LxLhEgD82PG,https://i.scdn.co/image/ab67616d00001e021882add8fd275c04e322027d,r&b,spotify:track:2xZ0zfuDTv5LxLhEgD82PG,5.0
0.641,0.355,5,1,0.000855,120.032,0.453,Love Songs - Bonus,Kaash Paige,2019,75,https://open.spotify.com/track/6qL5UWxRSQYml9O99ozoLv,https://i.scdn.co/image/ab67616d00001e0287a86b99f8dde9c7d7e3bf62,r&b,spotify:track:6qL5UWxRSQYml9O99ozoLv,5.0
0.525,0.433,6,1,0.0,160.108,0.276,Exchange,Bryson Tiller,2015,75,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,https://i.scdn.co/image/ab67616d00001e02d5f3cea8affdca01a0dc754f,r&b,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,6.0
0.45,0.352,1,0,3.8e-06,102.679,0.408,Could've Been (feat. Bryson Tiller),"H.E.R., Bryson Tiller",2019,74,https://open.spotify.com/track/6oEVnWKgPqIEPc53OYDNqG,https://i.scdn.co/image/ab67616d00001e022066a381ebbbb1f8312764e7,r&b,spotify:track:6oEVnWKgPqIEPc53OYDNqG,13.0
0.721,0.339,0,1,0.00153,129.83,0.2,Thinkin Bout You,Frank Ocean,2012,74,https://open.spotify.com/track/7DfFc7a6Rwfi3YQMRbDMau,https://i.scdn.co/image/ab67616d00001e027aede4855f6d0d738012e2e5,r&b,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,0.0
0.414,0.473,11,0,0.0523,100.0,0.409,C U Girl,Steve Lacy,2015,74,https://open.spotify.com/track/6FBzhcfgGacfXF3AmtfEaX,https://i.scdn.co/image/ab67616d00001e02447d52024a6ac588ad418ae5,r&b,spotify:track:6FBzhcfgGacfXF3AmtfEaX,23.0
0.795,0.594,0,1,0.0,135.002,0.409,Love Galore (feat. Travis Scott),"SZA, Travis Scott",2017,74,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs,https://i.scdn.co/image/ab67616d00001e024c79d5ec52a6d0302f3add25,r&b,spotify:track:0q75NwOoFiARAVp4EXU4Bs,0.0
0.646,0.335,3,0,1.3e-05,167.927,0.419,Deep,Summer Walker,2018,74,https://open.spotify.com/track/3LfHBTYZBTqmz43tvVXJBd,https://i.scdn.co/image/ab67616d00001e02fb023e6073e38a52082cc7b6,r&b,spotify:track:3LfHBTYZBTqmz43tvVXJBd,15.0
0.429,0.371,2,0,5.71e-06,137.134,0.135,What You Heard,Sonder,2019,73,https://open.spotify.com/track/3a3dQOO19moXPeTt2PomoT,https://i.scdn.co/image/ab67616d00001e029852437d39690c760e108a14,r&b,spotify:track:3a3dQOO19moXPeTt2PomoT,14.0
0.689,0.394,2,0,0.000905,117.489,0.382,Poison,Brent Faiyaz,2016,73,https://open.spotify.com/track/5NijSs5dAwaIybq1GaRTIe,https://i.scdn.co/image/ab67616d00001e021a0d446b811ad07512eb19df,r&b,spotify:track:5NijSs5dAwaIybq1GaRTIe,14.0
0.707,0.238,3,1,2.42e-06,124.156,0.345,Japanese Denim,Daniel Caesar,2016,73,https://open.spotify.com/track/1boXOL0ua7N2iCOUVI1p9F,https://i.scdn.co/image/ab67616d00001e02617c314e94693fad9a26f798,r&b,spotify:track:1boXOL0ua7N2iCOUVI1p9F,3.0
0.657,0.562,8,1,0.00143,81.657,0.704,Them Changes,Thundercat,2017,73,https://open.spotify.com/track/7CH99b2i1TXS5P8UUyWtnM,https://i.scdn.co/image/ab67616d00001e0285c5e6c686ced3e43bae2748,r&b,spotify:track:7CH99b2i1TXS5P8UUyWtnM,8.0
0.784,0.554,7,1,0.254,104.01,0.634,Some,Steve Lacy,2016,74,https://open.spotify.com/track/4riDfclV7kPDT9D58FpmHd,https://i.scdn.co/image/ab67616d00001e027c0c6c1cfac7464b6211587d,r&b,spotify:track:4riDfclV7kPDT9D58FpmHd,7.0
0.61,0.725,8,1,0.0,146.163,0.291,Nights Like This (feat. Ty Dolla $ign),"Kehlani, Ty Dolla $ign",2019,73,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,https://i.scdn.co/image/ab67616d00001e02cccb973e9ff7440fbaf8485e,r&b,spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,8.0
0.741,0.61,6,0,0.0,125.99,0.72,Sativa,"Jhené Aiko, Swae Lee",2017,72,https://open.spotify.com/track/2pg2TiYo9Rb8KeB5JjP7jS,https://i.scdn.co/image/ab67616d00001e027ccc8005498d9f75b03333c2,r&b,spotify:track:2pg2TiYo9Rb8KeB5JjP7jS,18.0
0.4,0.366,8,0,0.0,73.313,0.161,The Weekend,SZA,2017,73,https://open.spotify.com/track/6gU9OKjOE7ghfEd55oRO57,https://i.scdn.co/image/ab67616d00001e024c79d5ec52a6d0302f3add25,r&b,spotify:track:6gU9OKjOE7ghfEd55oRO57,20.0
0.652,0.549,6,0,0.0,120.073,0.186,The Morning,The Weeknd,2012,72,https://open.spotify.com/track/6u0dQik0aif7FQlrhycG1L,https://i.scdn.co/image/ab67616d00001e02b298538481c52f7e217ed000,r&b,spotify:track:6u0dQik0aif7FQlrhycG1L,18.0
0.418,0.724,5,1,0.0,78.521,0.604,oui,Jeremih,2015,72,https://open.spotify.com/track/0PJIbOdMs3bd5AT8liULMQ,https://i.scdn.co/image/ab67616d00001e02262c8e955ad5c60b1d0abf53,r&b,spotify:track:0PJIbOdMs3bd5AT8liULMQ,5.0
0.593,0.294,1,0,2.03e-05,113.847,0.152,Karma,Summer Walker,2018,72,https://open.spotify.com/track/2Fyjjpg03fn7n5cj0Qm380,https://i.scdn.co/image/ab67616d00001e02fb023e6073e38a52082cc7b6,r&b,spotify:track:2Fyjjpg03fn7n5cj0Qm380,13.0
0.826,0.299,9,1,0.0952,97.012,0.215,Infrunami,Steve Lacy,2020,74,https://open.spotify.com/track/0f8eRy9A0n6zXpKSHSCAEp,https://i.scdn.co/image/ab67616d00001e02c3545bbe806b845c2b52bc20,r&b,spotify:track:0f8eRy9A0n6zXpKSHSCAEp,9.0
0.582,0.482,5,0,0.00138,88.198,0.193,Belong to the City,PARTYNEXTDOOR,2014,72,https://open.spotify.com/track/5c3luoCub1Z1Gg74NdNtuq,https://i.scdn.co/image/ab67616d00001e026cfa297b0178fd91dca5c4f1,r&b,spotify:track:5c3luoCub1Z1Gg74NdNtuq,17.0
0.546,0.529,11,0,6.5e-06,107.331,0.247,Say It,Tory Lanez,2016,72,https://open.spotify.com/track/2Gyc6e2cLxA5hoX1NOvYnU,https://i.scdn.co/image/ab67616d00001e029f7ce2227875fd3d645fb5d6,r&b,spotify:track:2Gyc6e2cLxA5hoX1NOvYnU,23.0
0.543,0.449,1,1,0.0,132.609,0.29,Right My Wrongs,Bryson Tiller,2015,72,https://open.spotify.com/track/5rgrBsAFYMun6yhtnLKRPz,https://i.scdn.co/image/ab67616d00001e02d5f3cea8affdca01a0dc754f,r&b,spotify:track:5rgrBsAFYMun6yhtnLKRPz,1.0
